transaction_id,car_id,brand,model,manufacturing_year,car_age,fuel_type,transmission,kms_driven,listed_price,sold_price,price_difference,seller_city,seller_state,listing_date,sold_date,days_on_platform,sold_month,sold_year,is_premium_brand,car_condition,seller_rating,customer_segment,expected_market_price,price_bucket,conversion_rate,is_festive_season,sold_month_name,sold_month_num,sale_flag
127,8061,Honda,City,2012,13,Electric,Automatic,158165,393766,392932,834,Jaipur,Karnataka,21-08-2022,21-10-2019,6,8,2022,0,Poor,3.9,Budget,137818,Low,0.09,0,Oct,10,1
128,4830,Toyota,Innova,2024,1,Petrol,Automatic,115170,1239803,1087693,152110,Delhi,Delhi,26-01-2022,04-02-2023,117,5,2022,0,Excellent,3.3,Mid,1177812,Medium,0.07,0,Feb,2,1
129,4665,Hyundai,I20,2021,4,Petrol,Manual,182844,401703,227958,173745,Bangalore,Punjab,20-06-2023,16-01-2023,26,7,2023,0,Good,3.4,Budget,321362,Low,0.1,0,Jan,1,1
130,8485,Bmw,X1,2016,9,Cng,Automatic,110491,1051946,934454,117492,Chandigarh,Maharashtra,17-06-2022,08-08-2022,52,8,2022,1,Poor,4.3,Mid,578570,Medium,0.03,0,Aug,8,1
131,7850,Toyota,Fortuner,2023,2,Cng,Automatic,172878,783478,685687,97791,Pune,Karnataka,02-06-2021,01-01-2021,77,8,2021,0,Excellent,3.8,Mid,705130,Medium,0.06,0,Jan,1,1
132,5874,Tata,Harrier,2017,8,Petrol,Automatic,58245,1291174,1245501,45673,Chandigarh,Rajasthan,24-03-2022,04-08-2022,15,4,2022,0,Fair,4.7,Premium,774704,High,0.11,0,Aug,8,1
133,8548,Toyota,Fortuner,2013,12,Diesel,Manual,110099,938688,836247,102441,Delhi,Maharashtra,31-01-2020,04-02-2020,62,4,2020,0,Poor,4.5,Mid,375475,Medium,0.03,0,Feb,2,1
134,4794,Audi,A4,2012,13,Cng,Manual,33076,445692,362849,82843,Jaipur,Karnataka,08-07-2024,24-09-2022,69,9,2024,1,Poor,4.9,Budget,155992,Low,0.08,0,Sep,9,1
135,4340,Mahindra,Scorpio,2013,12,Diesel,Manual,30581,706313,585560,120753,Mumbai,Maharashtra,07-12-2020,04-02-2021,116,4,2021,0,Poor,4.3,Mid,282525,Medium,0.07,0,Feb,2,1
136,5347,Toyota,Fortuner,2014,11,Petrol,Manual,82590,978165,971406,6759,Mumbai,Maharashtra,12-02-2023,19-04-2020,46,3,2023,0,Poor,3.7,Mid,440174,Medium,0.04,0,Apr,4,1
137,5418,Mahindra,Scorpio,2018,7,Petrol,Automatic,168924,994007,909017,84990,Jaipur,Delhi,29-03-2022,22-05-2023,52,5,2022,0,Fair,4.5,Mid,646104,Medium,0.07,0,May,5,1
138,8099,Mahindra,Xuv500,2019,6,Electric,Automatic,151343,639337,546361,92976,Delhi,Punjab,22-07-2020,07-08-2022,26,8,2020,0,Fair,3.2,Mid,447535,Medium,0.11,0,Aug,8,1
139,8909,Honda,Amaze,2019,6,Cng,Manual,105367,1545230,1427043,118187,Delhi,Maharashtra,24-11-2023,26-04-2024,27,12,2023,0,Fair,4.1,Premium,1081661,High,0.13,0,Apr,4,1
140,1234,Honda,Amaze,2016,9,Cng,Manual,49378,2062235,1921277,140958,Delhi,Delhi,04-05-2023,21-01-2025,18,5,2023,0,Poor,4.7,Premium,1134229,High,0.1,0,Jan,1,1
141,7291,Maruti,Swift,2018,7,Petrol,Manual,103790,1498273,1342080,156193,Chandigarh,Delhi,01-09-2022,18-07-2025,87,11,2022,0,Fair,4.1,Premium,973877,High,0.05,1,Jul,7,1
142,5265,Bmw,X3,2015,10,Petrol,Manual,39462,452136,325176,126960,Delhi,Punjab,04-01-2019,17-12-2025,115,4,2019,1,Poor,3.4,Budget,226068,Low,0.07,0,Dec,12,1
143,4704,Honda,City,2018,7,Cng,Automatic,155473,475432,390816,84616,Pune,Delhi,14-06-2021,24-04-2023,91,9,2021,0,Fair,4.1,Budget,309030,Low,0.04,0,Apr,4,1
144,8778,Tata,Nexon,2012,13,Diesel,Automatic,93039,779441,685493,93948,Delhi,Delhi,30-01-2019,11-11-2019,60,3,2019,0,Poor,4.1,Mid,272804,Medium,0.07,0,Nov,11,1
145,6727,Maruti,Baleno,2016,9,Cng,Manual,49113,521728,401233,120495,Mumbai,Karnataka,24-05-2023,02-01-2025,27,6,2023,0,Poor,3.8,Budget,286950,Low,0.1,0,Jan,1,1
146,9682,Toyota,Fortuner,2024,1,Cng,Manual,19958,439886,280909,158977,Delhi,Maharashtra,15-04-2020,08-03-2020,110,8,2020,0,Excellent,4.7,Budget,417891,Low,0.05,0,Mar,3,1
147,7149,Mahindra,Scorpio,2016,9,Cng,Manual,50454,1769034,1750519,18515,Jaipur,Maharashtra,18-02-2020,03-09-2020,20,3,2020,0,Poor,3.8,Premium,972968,High,0.15,0,Sep,9,1
148,3530,Toyota,Fortuner,2019,6,Electric,Automatic,199644,2319431,2315758,3673,Jaipur,Karnataka,11-06-2020,25-05-2019,74,8,2020,0,Fair,3.7,Premium,1623601,High,0.06,0,May,5,1
149,7372,Maruti,Baleno,2020,5,Diesel,Manual,182500,922256,781733,140523,Mumbai,Karnataka,23-03-2023,25-05-2021,53,5,2023,0,Good,4.1,Mid,691692,Medium,0.03,0,May,5,1
150,1095,Bmw,X3,2020,5,Petrol,Automatic,154987,601334,537445,63889,Mumbai,Rajasthan,05-12-2022,01-03-2023,54,1,2023,1,Good,3.5,Mid,451000,Medium,0.03,0,Mar,3,1
151,9269,Toyota,Fortuner,2021,4,Cng,Manual,164947,2209982,2076910,133072,Jaipur,Delhi,13-09-2023,19-12-2021,5,9,2023,0,Good,3.7,Premium,1767985,High,0.12,0,Dec,12,1
152,4380,Hyundai,Verna,2014,11,Cng,Automatic,13990,2328460,2245066,83394,Mumbai,Punjab,02-02-2019,29-03-2023,43,3,2019,0,Poor,3.9,Premium,1047806,High,0.08,0,Mar,3,1
153,4075,Toyota,Innova,2024,1,Electric,Automatic,175089,969211,856741,112470,Mumbai,Rajasthan,22-01-2020,19-07-2024,93,4,2020,0,Excellent,4.8,Mid,920750,Medium,0.04,0,Jul,7,1
154,1370,Bmw,X3,2020,5,Cng,Automatic,114311,1197405,1157853,39552,Jaipur,Rajasthan,02-07-2020,17-10-2019,104,10,2020,1,Good,3.3,Mid,898053,Medium,0.05,1,Oct,10,1
155,4913,Tata,Nexon,2021,4,Electric,Manual,68235,1300477,1131584,168893,Jaipur,Delhi,30-03-2019,06-11-2019,73,6,2019,0,Good,3.5,Mid,1040381,Medium,0.07,0,Nov,11,1
156,9785,Audi,A4,2020,5,Electric,Manual,126845,805407,776485,28922,Chandigarh,Maharashtra,26-07-2021,05-01-2022,94,10,2021,1,Good,3.5,Mid,604055,Medium,0.07,1,Jan,1,1
157,1372,Mahindra,Scorpio,2019,6,Electric,Automatic,34399,565134,520184,44950,Bangalore,Maharashtra,08-09-2022,28-05-2019,44,10,2022,0,Fair,4.9,Mid,395593,Medium,0.04,1,May,5,1
158,9770,Bmw,X1,2019,6,Petrol,Manual,114889,1806314,1777211,29103,Delhi,Delhi,01-02-2022,16-12-2019,110,5,2022,1,Fair,4.7,Premium,1264419,High,0.03,0,Dec,12,1
159,3520,Honda,Amaze,2023,2,Diesel,Manual,88511,1643463,1627565,15898,Delhi,Delhi,08-11-2022,03-05-2024,12,11,2022,0,Excellent,3.5,Premium,1479116,High,0.05,1,May,5,1
160,8710,Tata,Harrier,2021,4,Diesel,Automatic,178706,1925767,1882646,43121,Jaipur,Rajasthan,30-09-2023,20-06-2020,86,12,2023,0,Good,4.2,Premium,1540613,High,0.02,0,Jun,6,1
161,6176,Tata,Nexon,2012,13,Petrol,Automatic,31014,1093563,977166,116397,Chandigarh,Delhi,03-01-2024,01-02-2022,114,4,2024,0,Poor,3.3,Mid,382747,Medium,0.03,0,Feb,2,1
162,7893,Tata,Harrier,2023,2,Cng,Manual,16099,2000840,1880382,120458,Mumbai,Karnataka,09-05-2021,16-04-2020,36,6,2021,0,Excellent,3.7,Premium,1800756,High,0.06,0,Apr,4,1
163,6152,Mahindra,Scorpio,2018,7,Electric,Automatic,40471,1032966,924448,108518,Mumbai,Maharashtra,26-05-2024,06-06-2024,11,6,2024,0,Fair,3.8,Mid,671427,Medium,0.1,0,Jun,6,1
164,6311,Mahindra,Scorpio,2019,6,Diesel,Automatic,53776,351357,312432,38925,Delhi,Karnataka,18-05-2019,06-02-2022,120,9,2019,0,Fair,4.1,Budget,245949,Low,0.06,0,Feb,2,1
165,5397,Hyundai,Creta,2016,9,Cng,Automatic,22464,360053,291251,68802,Delhi,Punjab,16-08-2020,12-04-2020,110,12,2020,0,Poor,4.8,Budget,198029,Low,0.05,0,Apr,4,1
166,6676,Tata,Nexon,2018,7,Electric,Manual,147221,241933,207556,34377,Delhi,Maharashtra,22-07-2019,11-11-2019,112,11,2019,0,Fair,4.6,Budget,157256,Low,0.05,1,Nov,11,1
167,9967,Maruti,Baleno,2012,13,Petrol,Manual,140493,969021,814656,154365,Delhi,Karnataka,25-02-2022,28-02-2021,85,5,2022,0,Poor,4.1,Mid,339157,Medium,0.03,0,Feb,2,1
168,8382,Mahindra,Xuv500,2023,2,Petrol,Manual,61978,1440731,1395572,45159,Pune,Delhi,29-01-2020,03-05-2020,36,3,2020,0,Excellent,4.5,Premium,1296657,High,0.05,0,May,5,1
169,7893,Honda,City,2017,8,Petrol,Manual,185361,387468,211947,175521,Bangalore,Punjab,27-09-2021,10-11-2021,14,10,2021,0,Fair,4,Budget,232480,Low,0.13,1,Nov,11,1
170,8966,Maruti,Baleno,2013,12,Diesel,Manual,83500,600136,587233,12903,Bangalore,Maharashtra,10-03-2024,30-11-2020,16,3,2024,0,Poor,4.4,Mid,240054,Medium,0.12,0,Nov,11,1
171,8722,Honda,City,2016,9,Petrol,Manual,141428,1145894,1099662,46232,Pune,Karnataka,01-06-2024,29-04-2021,112,9,2024,0,Poor,4.5,Mid,630241,Medium,0.05,0,Apr,4,1
172,9443,Toyota,Innova,2017,8,Cng,Manual,113818,2011872,1962470,49402,Bangalore,Maharashtra,06-04-2020,04-09-2020,3,4,2020,0,Fair,3.6,Premium,1207123,High,0.09,0,Sep,9,1
173,4188,Mahindra,Scorpio,2024,1,Cng,Manual,83609,223666,182626,41040,Pune,Rajasthan,26-06-2021,07-05-2021,9,7,2021,0,Excellent,4.6,Budget,212482,Low,0.06,0,May,5,1
174,6462,Hyundai,Verna,2015,10,Cng,Automatic,109027,2196651,2121019,75632,Bangalore,Punjab,30-08-2024,14-03-2021,106,12,2024,0,Poor,4.2,Premium,1098325,High,0.07,0,Mar,3,1
175,8062,Audi,Q3,2022,3,Petrol,Automatic,71914,1095968,1037283,58685,Bangalore,Punjab,05-11-2021,18-10-2022,105,2,2022,1,Good,4,Mid,931572,Medium,0.08,0,Oct,10,1
176,4817,Audi,A4,2024,1,Electric,Automatic,38122,2168875,2108405,60470,Bangalore,Punjab,30-08-2023,11-11-2023,73,11,2023,1,Excellent,3.9,Premium,2060431,High,0.04,1,Nov,11,1
177,9783,Bmw,X3,2023,2,Electric,Automatic,98604,777205,726263,50942,Pune,Maharashtra,18-08-2020,12-04-2020,108,12,2020,1,Excellent,3.6,Mid,699484,Medium,0.02,0,Apr,4,1
178,1999,Honda,Amaze,2013,12,Electric,Automatic,50370,2061511,1983688,77823,Jaipur,Rajasthan,15-03-2020,06-03-2020,80,6,2020,0,Poor,4.1,Premium,824604,High,0.03,0,Mar,3,1
179,3367,Audi,Q3,2013,12,Cng,Automatic,153200,933801,862710,71091,Bangalore,Maharashtra,14-10-2019,03-10-2024,78,12,2019,1,Poor,3.4,Mid,373520,Medium,0.04,0,Oct,10,1
180,6685,Maruti,Wagonr,2015,10,Cng,Automatic,193043,808551,700565,107986,Pune,Maharashtra,05-10-2021,01-10-2019,76,12,2021,0,Poor,4.3,Mid,404275,Medium,0.05,0,Oct,10,1
181,1027,Honda,City,2013,12,Electric,Automatic,112714,1902066,1818996,83070,Mumbai,Delhi,21-03-2022,04-10-2022,20,4,2022,0,Poor,4.7,Premium,760826,High,0.07,0,Oct,10,1
182,7051,Tata,Harrier,2015,10,Diesel,Manual,9893,1436778,1390257,46521,Chandigarh,Maharashtra,27-11-2024,02-01-2025,66,2,2025,0,Poor,4.5,Premium,718389,High,0.08,0,Jan,1,1
183,2260,Honda,City,2018,7,Diesel,Automatic,110537,561271,513544,47727,Pune,Karnataka,25-12-2019,13-03-2022,66,2,2020,0,Fair,4.2,Mid,364826,Medium,0.04,0,Mar,3,1
184,8556,Tata,Harrier,2018,7,Petrol,Manual,100514,1984495,1932045,52450,Pune,Maharashtra,21-02-2020,21-06-2025,21,3,2020,0,Fair,4,Premium,1289921,High,0.13,0,Jun,6,1
185,9647,Toyota,Fortuner,2016,9,Electric,Automatic,129165,919729,842991,76738,Bangalore,Delhi,12-08-2021,12-06-2021,116,12,2021,0,Poor,4.4,Mid,505850,Medium,0.03,0,Jun,6,1
186,2691,Tata,Nexon,2013,12,Diesel,Automatic,110463,641259,476682,164577,Chandigarh,Rajasthan,19-10-2020,12-10-2020,52,12,2020,0,Poor,3.4,Budget,256503,Low,0.05,0,Oct,10,1
187,2905,Tata,Nexon,2020,5,Diesel,Manual,59373,2175491,2151336,24155,Bangalore,Rajasthan,02-08-2020,08-02-2022,23,8,2020,0,Good,3.3,Premium,1631618,High,0.13,0,Feb,2,1
188,9151,Tata,Harrier,2012,13,Diesel,Manual,131787,1321095,1235084,86011,Bangalore,Maharashtra,06-02-2024,08-10-2020,22,2,2024,0,Poor,4.7,Premium,462383,High,0.14,0,Oct,10,1
189,9056,Bmw,X1,2022,3,Cng,Automatic,132928,2443489,2415351,28138,Pune,Maharashtra,07-09-2020,10-10-2020,33,10,2020,1,Good,3.8,Premium,2076965,High,0.06,1,Oct,10,1
190,1129,Bmw,X1,2019,6,Petrol,Manual,186365,1030196,1022585,7611,Chandigarh,Maharashtra,15-10-2021,28-09-2025,9,10,2021,1,Fair,4.3,Mid,721137,Medium,0.11,1,Sep,9,1
191,8290,Bmw,X3,2022,3,Cng,Automatic,22829,464965,442012,22953,Chandigarh,Karnataka,07-03-2020,10-11-2019,11,3,2020,1,Good,3.9,Budget,395220,Low,0.1,0,Nov,11,1
192,1658,Mahindra,Scorpio,2020,5,Petrol,Manual,71792,1949879,1833822,116057,Pune,Karnataka,03-07-2022,01-01-2023,112,10,2022,0,Good,3.8,Premium,1462409,High,0.02,1,Jan,1,1
193,1157,Bmw,X1,2023,2,Petrol,Manual,127879,2484867,2327441,157426,Jaipur,Punjab,04-07-2020,08-02-2020,29,8,2020,1,Excellent,4.5,Premium,2236380,High,0.13,0,Feb,2,1
194,3229,Hyundai,Verna,2021,4,Petrol,Manual,91243,1700976,1610181,90795,Delhi,Karnataka,05-05-2024,25-08-2020,17,5,2024,0,Good,3.8,Premium,1360780,High,0.07,0,Aug,8,1
195,9670,Hyundai,Verna,2021,4,Diesel,Automatic,103980,1769566,1630041,139525,Jaipur,Delhi,20-03-2022,05-07-2022,48,5,2022,0,Good,4.5,Premium,1415652,High,0.03,0,Jul,7,1
196,1330,Bmw,X3,2014,11,Electric,Manual,23828,790097,610299,179798,Jaipur,Maharashtra,13-01-2021,05-06-2021,113,5,2021,1,Poor,4.6,Mid,355543,Medium,0.08,0,Jun,6,1
197,2568,Hyundai,Creta,2018,7,Petrol,Automatic,135723,633582,459174,174408,Pune,Karnataka,10-08-2021,11-04-2021,86,11,2021,0,Fair,3.5,Budget,411828,Low,0.04,1,Apr,4,1
198,5871,Toyota,Fortuner,2015,10,Diesel,Automatic,35934,2345926,2253557,92369,Mumbai,Maharashtra,25-01-2023,05-08-2025,113,5,2023,0,Poor,4.9,Premium,1172963,High,0.06,0,Aug,8,1
199,7800,Honda,Amaze,2020,5,Petrol,Manual,178607,411002,242289,168713,Bangalore,Karnataka,15-04-2021,08-08-2021,115,8,2021,0,Good,3.3,Budget,308251,Low,0.04,0,Aug,8,1
200,2510,Toyota,Fortuner,2012,13,Electric,Manual,62454,679642,508525,171117,Delhi,Delhi,26-02-2024,04-04-2024,38,4,2024,0,Poor,3.9,Mid,237874,Medium,0.02,0,Apr,4,1
201,1176,Honda,City,2019,6,Electric,Manual,6528,503002,485991,17011,Pune,Rajasthan,09-02-2023,19-08-2020,105,5,2023,0,Fair,4.1,Budget,352101,Low,0.06,0,Aug,8,1
202,6975,Bmw,X1,2016,9,Diesel,Manual,65493,286611,261992,24619,Chandigarh,Punjab,29-01-2019,24-06-2020,118,5,2019,1,Poor,4.6,Budget,157636,Low,0.03,0,Jun,6,1
203,2035,Bmw,X1,2017,8,Electric,Manual,181026,1044488,865795,178693,Jaipur,Delhi,31-01-2024,05-06-2025,25,2,2024,1,Fair,3.5,Mid,626692,Medium,0.12,0,Jun,6,1
204,7473,Tata,Nexon,2021,4,Diesel,Automatic,96317,1129504,1111805,17699,Pune,Maharashtra,26-11-2021,02-04-2022,70,2,2022,0,Good,4.2,Mid,903603,Medium,0.06,0,Apr,4,1
205,1118,Tata,Nexon,2022,3,Petrol,Manual,17930,1187759,1066372,121387,Jaipur,Maharashtra,06-12-2023,20-08-2020,103,3,2024,0,Good,3.8,Mid,1009595,Medium,0.08,0,Aug,8,1
206,1324,Honda,Amaze,2022,3,Diesel,Automatic,123317,474298,399789,74509,Pune,Maharashtra,24-02-2022,02-03-2020,21,3,2022,0,Good,4.8,Budget,403153,Low,0.09,0,Mar,3,1
207,1847,Audi,A4,2019,6,Cng,Automatic,66878,1469648,1458549,11099,Pune,Karnataka,17-12-2021,01-12-2022,26,1,2022,1,Fair,3.4,Premium,1028753,High,0.08,0,Dec,12,1
208,6366,Honda,Amaze,2013,12,Electric,Automatic,123391,755505,628111,127394,Chandigarh,Maharashtra,09-02-2021,01-02-2019,13,2,2021,0,Poor,3.7,Mid,302201,Medium,0.15,0,Feb,2,1
209,3912,Maruti,Wagonr,2019,6,Diesel,Automatic,38642,1143211,1079536,63675,Chandigarh,Maharashtra,03-02-2023,23-07-2023,71,4,2023,0,Fair,4.6,Mid,800247,Medium,0.04,0,Jul,7,1
210,2038,Toyota,Innova,2012,13,Diesel,Automatic,165841,1008318,937921,70397,Pune,Punjab,11-04-2020,08-05-2020,116,8,2020,0,Poor,3.7,Mid,352911,Medium,0.06,0,May,5,1
211,2361,Maruti,Wagonr,2020,5,Cng,Automatic,33229,2324992,2237540,87452,Delhi,Maharashtra,13-02-2020,14-10-2021,70,4,2020,0,Good,4.8,Premium,1743744,High,0.06,0,Oct,10,1
212,5823,Mahindra,Xuv500,2017,8,Cng,Manual,171130,2378250,2209319,168931,Chandigarh,Delhi,09-01-2024,08-09-2023,43,2,2024,0,Fair,3.3,Premium,1426950,High,0.03,0,Sep,9,1
213,9852,Toyota,Innova,2023,2,Electric,Manual,166176,1768324,1751558,16766,Delhi,Maharashtra,21-06-2019,28-05-2020,6,6,2019,0,Excellent,3.9,Premium,1591491,High,0.06,0,May,5,1
214,1196,Bmw,X1,2012,13,Petrol,Automatic,174578,1756920,1675228,81692,Bangalore,Rajasthan,28-07-2024,13-09-2020,56,9,2024,1,Poor,3.4,Premium,614922,High,0.07,0,Sep,9,1
215,1335,Toyota,Innova,2024,1,Cng,Manual,25921,1559520,1475224,84296,Mumbai,Karnataka,13-09-2020,10-01-2020,18,10,2020,0,Excellent,4.2,Premium,1481544,High,0.06,1,Jan,1,1
216,6229,Bmw,X1,2019,6,Electric,Automatic,141079,959301,906263,53038,Bangalore,Maharashtra,22-09-2024,12-12-2024,81,12,2024,1,Fair,4.8,Mid,671510,Medium,0.03,0,Dec,12,1
217,9740,Maruti,Wagonr,2019,6,Petrol,Manual,56779,2117113,2012927,104186,Jaipur,Punjab,04-04-2020,04-12-2020,8,4,2020,0,Fair,3.8,Premium,1481979,High,0.08,0,Dec,12,1
218,5148,Toyota,Fortuner,2016,9,Diesel,Manual,15857,2368251,2217645,150606,Mumbai,Karnataka,15-05-2020,09-05-2020,113,9,2020,0,Poor,4.3,Premium,1302538,High,0.07,0,May,5,1
219,5052,Toyota,Fortuner,2018,7,Electric,Automatic,103974,2438550,2361692,76858,Bangalore,Delhi,21-06-2022,08-09-2022,49,8,2022,0,Fair,3.7,Premium,1585057,High,0.08,0,Sep,9,1
220,2078,Audi,Q3,2018,7,Electric,Automatic,103644,1597114,1426925,170189,Pune,Karnataka,04-12-2020,24-09-2023,113,3,2021,1,Fair,3.9,Premium,1038124,High,0.05,0,Sep,9,1
221,5783,Maruti,Wagonr,2018,7,Cng,Automatic,161351,1932175,1849196,82979,Bangalore,Maharashtra,30-07-2022,17-10-2024,58,9,2022,0,Fair,4.2,Premium,1255913,High,0.06,0,Oct,10,1
222,7512,Mahindra,Xuv500,2012,13,Electric,Automatic,35834,1242781,1184483,58298,Chandigarh,Punjab,25-08-2019,11-11-2019,78,11,2019,0,Poor,3.6,Mid,434973,Medium,0.07,1,Nov,11,1
223,3530,Audi,Q3,2017,8,Petrol,Automatic,38213,2319221,2190927,128294,Mumbai,Maharashtra,10-05-2024,06-12-2024,33,6,2024,1,Fair,4.4,Premium,1391532,High,0.07,0,Dec,12,1
224,6050,Hyundai,Verna,2015,10,Electric,Manual,173796,2454604,2314942,139662,Delhi,Delhi,16-05-2022,08-12-2022,88,8,2022,0,Poor,4.1,Premium,1227302,High,0.04,0,Dec,12,1
225,4936,Mahindra,Xuv500,2023,2,Cng,Automatic,187080,2036637,1925978,110659,Bangalore,Delhi,18-04-2021,07-06-2021,79,7,2021,0,Excellent,4.7,Premium,1832973,High,0.05,0,Jun,6,1
226,5434,Hyundai,Verna,2013,12,Cng,Manual,169915,1995144,1954257,40887,Jaipur,Delhi,28-03-2023,07-01-2023,95,7,2023,0,Poor,3.7,Premium,798057,High,0.04,0,Jan,1,1
227,7561,Mahindra,Xuv500,2014,11,Electric,Manual,187004,1378386,1335897,42489,Pune,Punjab,01-08-2023,17-10-2020,91,10,2023,0,Poor,4.8,Premium,620273,High,0.07,1,Oct,10,1
228,1305,Hyundai,I20,2020,5,Electric,Automatic,140914,2381904,2252358,129546,Chandigarh,Delhi,28-08-2021,10-07-2021,40,10,2021,0,Good,3.5,Premium,1786428,High,0.03,1,Jul,7,1
229,4928,Toyota,Fortuner,2023,2,Cng,Automatic,16953,1805290,1658516,146774,Jaipur,Maharashtra,15-12-2020,02-12-2021,59,2,2021,0,Excellent,3.2,Premium,1624761,High,0.08,0,Dec,12,1
230,1033,Tata,Nexon,2014,11,Cng,Automatic,36287,858238,830844,27394,Pune,Maharashtra,18-03-2020,05-11-2021,33,4,2020,0,Poor,4.3,Mid,386207,Medium,0.08,0,Nov,11,1
231,3377,Mahindra,Xuv500,2013,12,Diesel,Automatic,166182,2347360,2312319,35041,Jaipur,Maharashtra,20-04-2022,06-04-2022,45,6,2022,0,Poor,4.4,Premium,938943,High,0.03,0,Apr,4,1
232,3564,Tata,Harrier,2013,12,Electric,Automatic,105358,1261732,1259327,2405,Delhi,Karnataka,18-09-2024,03-09-2024,88,12,2024,0,Poor,4,Premium,504692,High,0.03,0,Sep,9,1
233,6605,Maruti,Wagonr,2019,6,Petrol,Manual,32994,1376978,1299192,77786,Chandigarh,Maharashtra,22-08-2020,31-01-2023,59,10,2020,0,Fair,3.3,Premium,963884,High,0.07,1,Jan,1,1
234,6422,Maruti,Wagonr,2024,1,Diesel,Manual,177843,342818,290920,51898,Bangalore,Karnataka,06-04-2022,07-11-2022,96,7,2022,0,Excellent,4.9,Budget,325677,Low,0.04,0,Nov,11,1
235,3818,Hyundai,Creta,2014,11,Diesel,Automatic,24440,2325692,2193975,131717,Chandigarh,Karnataka,03-11-2022,20-08-2022,107,2,2023,0,Poor,3.4,Premium,1046561,High,0.05,0,Aug,8,1
236,7166,Hyundai,Verna,2020,5,Electric,Automatic,59902,1684554,1530488,154066,Jaipur,Karnataka,27-11-2020,02-12-2021,77,2,2021,0,Good,4.7,Premium,1263415,High,0.06,0,Dec,12,1
237,2434,Bmw,X1,2024,1,Petrol,Manual,182636,465661,297150,168511,Chandigarh,Rajasthan,10-02-2023,25-06-2024,48,3,2023,1,Excellent,4.7,Budget,442377,Low,0.07,0,Jun,6,1
238,7723,Honda,City,2017,8,Electric,Manual,50182,328089,256201,71888,Bangalore,Maharashtra,10-05-2019,08-10-2019,92,8,2019,0,Fair,3.6,Budget,196853,Low,0.03,0,Oct,10,1
239,7822,Mahindra,Scorpio,2024,1,Diesel,Automatic,179676,2042947,1904765,138182,Delhi,Delhi,16-02-2023,09-10-2020,43,3,2023,0,Excellent,4.7,Premium,1940799,High,0.07,0,Oct,10,1
240,7100,Maruti,Swift,2024,1,Petrol,Manual,119972,2091960,2054837,37123,Mumbai,Rajasthan,05-06-2022,09-06-2022,93,9,2022,0,Excellent,4,Premium,1987362,High,0.04,0,Jun,6,1
241,8241,Toyota,Innova,2012,13,Diesel,Automatic,154310,2304405,2208793,95612,Pune,Punjab,07-12-2023,23-04-2025,49,1,2024,0,Poor,4.7,Premium,806541,High,0.05,0,Apr,4,1
242,9560,Tata,Harrier,2019,6,Electric,Manual,62398,2431945,2267290,164655,Mumbai,Rajasthan,12-07-2023,23-04-2023,32,8,2023,0,Fair,4.7,Premium,1702361,High,0.03,0,Apr,4,1
243,8869,Audi,Q3,2017,8,Diesel,Automatic,18919,1292473,1237868,54605,Jaipur,Delhi,03-05-2022,08-06-2022,95,8,2022,1,Fair,4.5,Premium,775483,High,0.03,0,Jun,6,1
244,7254,Toyota,Fortuner,2012,13,Electric,Automatic,14836,711524,659036,52488,Bangalore,Rajasthan,13-07-2021,09-09-2021,58,9,2021,0,Poor,3.7,Mid,249033,Medium,0.06,0,Sep,9,1
245,3209,Tata,Harrier,2012,13,Cng,Manual,108851,400724,283664,117060,Bangalore,Maharashtra,13-06-2024,28-04-2022,6,6,2024,0,Poor,4.2,Budget,140253,Low,0.09,0,Apr,4,1
246,5227,Toyota,Innova,2015,10,Diesel,Manual,106441,1854794,1798568,56226,Bangalore,Rajasthan,26-05-2021,08-09-2021,75,8,2021,0,Poor,4.9,Premium,927397,High,0.02,0,Sep,9,1
247,9214,Toyota,Innova,2013,12,Petrol,Automatic,40825,2105579,2009220,96359,Jaipur,Delhi,08-11-2021,20-04-2019,78,1,2022,0,Poor,3.7,Premium,842231,High,0.06,0,Apr,4,1
248,9335,Bmw,X1,2013,12,Diesel,Manual,21756,1232870,1228165,4705,Delhi,Karnataka,02-07-2022,02-04-2024,53,8,2022,1,Poor,3.9,Premium,493147,High,0.04,0,Apr,4,1
249,4512,Hyundai,Creta,2020,5,Cng,Automatic,124490,524826,496548,28278,Pune,Delhi,26-08-2019,10-03-2019,38,10,2019,0,Good,4.4,Budget,393619,Low,0.03,1,Mar,3,1
250,8782,Maruti,Baleno,2017,8,Electric,Automatic,112430,408282,313070,95212,Bangalore,Karnataka,13-06-2019,12-09-2023,108,9,2019,0,Fair,3.3,Budget,244969,Low,0.05,0,Sep,9,1
251,6728,Tata,Nexon,2014,11,Electric,Manual,168640,1339399,1199736,139663,Delhi,Punjab,13-07-2023,06-01-2024,38,8,2023,0,Poor,3.6,Mid,602729,Medium,0.07,0,Jan,1,1
252,3037,Honda,City,2019,6,Diesel,Manual,179379,898050,718629,179421,Jaipur,Delhi,20-01-2023,05-08-2023,108,5,2023,0,Fair,3.5,Mid,628635,Medium,0.07,0,Aug,8,1
253,9040,Tata,Harrier,2023,2,Diesel,Automatic,114092,2230415,2133154,97261,Mumbai,Punjab,11-09-2019,03-08-2022,68,11,2019,0,Excellent,3.9,Premium,2007373,High,0.04,1,Aug,8,1
